total_reward_mean,total_reward_std,entropies_mean,entropies_std,entropies_median,advantages_mean,advantages_std,advantages_median,perplexities_mean,perplexities_std,perplexities_median,action_mean_median,action_std_median,loss,memory_allocated_mb,memory_reserved_mb,memory_peak_mb
22.571061993997645,160.21905161049472,0.996944010257721,0.29331493377685547,1.0699316263198853,-12.583595275878906,55.650577545166016,0.7662532329559326,2.813633441925049,0.6823906898498535,2.915179967880249,,,12.348495197296142,127.6884765625,764.0,283.25048828125
-1.9196576471317115,146.8224728674844,0.9798042178153992,0.328501433134079,1.136640191078186,-23.231895446777344,58.12022018432617,-1.579892635345459,2.79190731048584,0.752809464931488,3.1162805557250977,,,15.677684116363526,127.6884765625,764.0,259.7109375
-10.75125417106641,118.17086960245065,0.9439390301704407,0.2700608968734741,1.044472098350525,-19.226865768432617,45.973472595214844,0.10987424850463867,2.654264211654663,0.6058381795883179,2.841897964477539,,,12.553585100173951,127.6884765625,764.0,259.7109375
-12.999924251526993,265.50187679744204,0.9461471438407898,0.30098697543144226,1.049462080001831,-15.890117645263672,75.03182220458984,0.9755640029907227,2.679212808609009,0.6645067930221558,2.856114387512207,,,14.354573965072632,127.6884765625,764.0,259.7109375
-26.210816032968463,159.64732010578524,0.9442482590675354,0.3123200237751007,0.992622971534729,-20.75989532470703,57.252933502197266,-1.1715469360351562,2.6832361221313477,0.6994789838790894,2.698302984237671,,,15.55124831199646,127.6884765625,764.0,259.7109375
5.911549964115347,139.40320251428813,0.9770914912223816,0.2990837097167969,0.9853872656822205,-15.828001022338867,47.03827667236328,-1.3182048797607422,2.7667181491851807,0.7271470427513123,2.678849220275879,,,12.412759160995483,127.6884765625,764.0,259.7109375
3.169567958072578,113.49627443842289,0.9271373748779297,0.3011826276779175,0.9839706420898438,-13.997334480285645,44.72373580932617,-1.5182583332061768,2.6348578929901123,0.7086237072944641,2.6750569343566895,,,12.947255897521973,127.6884765625,764.0,259.7109375
-61.8514952178074,137.10334789485816,0.8638070225715637,0.34320077300071716,0.8939477205276489,-35.37502670288086,65.71987915039062,-4.299879550933838,2.5066182613372803,0.787968635559082,2.4447619915008545,,,20.989660930633544,127.6884765625,764.0,259.7109375
23.91427172335433,74.19808678199966,0.9684905409812927,0.26293981075286865,0.9892405271530151,-10.020729064941406,33.31111145019531,-0.982658863067627,2.7172532081604004,0.6233778595924377,2.6891915798187256,,,10.41046862602234,127.6884765625,764.0,259.7109375
9.029594483436824,157.68338610664978,0.9276957511901855,0.3125884532928467,1.0654323101043701,-5.598725318908691,48.15073013305664,0.15891818702220917,2.6399619579315186,0.6916128396987915,2.9020934104919434,,,11.413233232498168,127.6884765625,764.0,259.7109375
125.14408406156227,87.32012252474141,1.0419620275497437,0.27106773853302,1.147050142288208,3.9263014793395996,25.06090545654297,0.15181732177734375,2.924715042114258,0.6303648352622986,3.148890256881714,,,6.178581666946411,127.6884765625,764.0,259.7109375
